,id,weight,sex,education,region,age,income,job_prestige,mother_job_prestige,father_job_prestige,socioeconomic_index,satjob,relationship,male_breadwinner,men_bettersuited,child_suffer,men_overwork
693,694,0.47149855479999997,female,12.0,south atlantic,75.0,22782.5,,,24.0,,mod. satisfied,agree,disagree,disagree,disagree,agree
694,695,0.9429971097,male,12.0,south atlantic,46.0,31545.0,25.0,61.0,,23.8,very satisfied,agree,disagree,disagree,agree,agree
695,696,0.9429971097,male,12.0,south atlantic,33.0,22782.5,35.0,40.0,36.0,32.0,mod. satisfied,disagree,disagree,disagree,agree,agree
696,697,0.47149855479999997,female,4.0,south atlantic,79.0,7886.25,21.0,,27.0,13.6,,agree,strongly disagree,agree,strongly agree,agree
697,698,0.9429971097,female,12.0,south atlantic,50.0,,25.0,,44.0,23.3,mod. satisfied,,,,,
698,699,0.9429971097,female,16.0,south atlantic,40.0,70100.0,60.0,25.0,25.0,76.3,mod. satisfied,,,,,
699,700,0.47149855479999997,female,4.0,south atlantic,89.0,2453.5,48.0,,43.0,24.2,,,,,,
700,701,1.4144956640000002,male,13.0,south atlantic,65.0,38555.0,38.0,38.0,73.0,58.2,very satisfied,strongly disagree,strongly agree,agree,strongly agree,agree
701,702,0.47149855479999997,female,13.0,south atlantic,69.0,22782.5,38.0,32.0,,58.2,,,,,,
702,703,0.9429971097,male,12.0,south atlantic,73.0,19277.5,44.0,,45.0,52.5,,agree,disagree,disagree,disagree,agree
703,704,1.4144956640000002,female,9.0,south atlantic,53.0,,25.0,,,12.6,a little dissat,strongly disagree,strongly disagree,disagree,agree,agree
704,705,0.9429971097,female,14.0,south atlantic,46.0,70100.0,42.0,,31.0,39.6,mod. satisfied,,,,,
705,706,0.47149855479999997,female,12.0,south atlantic,56.0,57832.5,53.0,,40.0,73.9,very satisfied,disagree,agree,disagree,disagree,agree
706,707,0.9429971097,male,12.0,south atlantic,71.0,112160.0,49.0,,50.0,56.9,very satisfied,strongly agree,strongly agree,disagree,strongly disagree,strongly agree
707,708,0.47149855479999997,male,12.0,south atlantic,33.0,57832.5,37.0,44.0,,33.2,mod. satisfied,strongly agree,disagree,disagree,disagree,disagree
708,709,0.47149855479999997,female,15.0,south atlantic,68.0,,52.0,,53.0,60.3,,agree,strongly disagree,disagree,agree,neither agree nor disagree
709,710,0.47149855479999997,female,12.0,south atlantic,89.0,22782.5,49.0,,39.0,56.9,,strongly disagree,agree,disagree,disagree,neither agree nor disagree
710,711,0.47149855479999997,male,9.0,south atlantic,19.0,7886.25,24.0,35.0,27.0,20.7,mod. satisfied,disagree,strongly agree,disagree,agree,disagree
711,712,1.4144956640000002,male,16.0,south atlantic,26.0,,51.0,52.0,,63.7,very satisfied,,,,,
712,713,0.47149855479999997,female,18.0,south atlantic,28.0,26287.5,49.0,,73.0,28.6,mod. satisfied,strongly agree,strongly agree,disagree,disagree,disagree
713,714,0.47149855479999997,male,12.0,south atlantic,70.0,5257.5,45.0,,53.0,38.8,,,,,,
714,715,0.9429971097,female,11.0,south atlantic,38.0,31545.0,48.0,46.0,50.0,24.2,mod. satisfied,,,,,
715,716,0.9429971097,male,18.0,e. nor. central,39.0,158201.8412,59.0,,80.0,77.7,mod. satisfied,,,,,
716,717,1.885994219,male,13.0,e. nor. central,19.0,112160.0,,,62.0,,mod. satisfied,,,,,
717,718,1.18945145,male,18.0,e. nor. central,45.0,158201.8412,63.0,25.0,64.0,81.6,very satisfied,agree,disagree,disagree,disagree,neither agree nor disagree
718,719,0.9429971097,female,18.0,e. nor. central,47.0,158201.8412,53.0,46.0,46.0,68.6,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,disagree
719,720,0.9429971097,male,18.0,e. nor. central,46.0,112160.0,64.0,,69.0,82.5,mod. satisfied,agree,disagree,disagree,disagree,agree
720,721,1.4144956640000002,female,11.0,e. nor. central,19.0,57832.5,35.0,41.0,28.0,21.8,,,,,,
721,722,0.47149855479999997,female,16.0,e. nor. central,48.0,112160.0,50.0,59.0,61.0,68.6,very satisfied,agree,strongly disagree,disagree,strongly disagree,strongly disagree
722,723,0.9429971097,female,15.0,e. nor. central,38.0,158201.8412,38.0,25.0,,43.0,very satisfied,,,,,
723,724,0.9429971097,male,16.0,e. nor. central,24.0,98140.0,,36.0,48.0,,mod. satisfied,,,,,
724,725,0.47149855479999997,female,12.0,e. nor. central,54.0,5257.5,38.0,39.0,,27.0,,agree,disagree,disagree,disagree,disagree
725,726,0.9429971097,male,15.0,e. nor. central,50.0,14896.25,49.0,,28.0,46.0,a little dissat,agree,disagree,disagree,disagree,agree
726,727,4.717935918999999,male,13.0,e. nor. central,48.0,112160.0,35.0,46.0,65.0,32.0,mod. satisfied,agree,disagree,disagree,disagree,disagree
727,728,0.9429971097,male,14.0,e. nor. central,25.0,14896.25,31.0,48.0,,19.6,mod. satisfied,agree,disagree,disagree,disagree,agree
728,729,0.47149855479999997,male,12.0,e. nor. central,59.0,38555.0,32.0,35.0,38.0,25.7,a little dissat,,,,,
729,730,1.885994219,male,12.0,e. nor. central,25.0,22782.5,35.0,,42.0,32.0,mod. satisfied,disagree,disagree,agree,strongly disagree,strongly disagree
730,731,0.9429971097,female,14.0,e. nor. central,28.0,38555.0,32.0,64.0,,35.8,mod. satisfied,strongly agree,agree,disagree,disagree,disagree
731,732,0.47149855479999997,female,13.0,e. nor. central,40.0,11391.25,52.0,52.0,35.0,49.2,very satisfied,,,,,
732,733,0.9429971097,female,18.0,e. nor. central,73.0,47317.5,64.0,31.0,57.0,84.2,,agree,strongly disagree,disagree,disagree,strongly disagree
733,734,0.9429971097,male,10.0,e. nor. central,50.0,84120.0,32.0,,36.0,24.1,mod. satisfied,agree,disagree,disagree,disagree,strongly disagree
734,735,1.885994219,female,16.0,e. nor. central,20.0,70100.0,60.0,39.0,58.0,65.3,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,disagree
735,736,0.9429971097,male,14.0,e. nor. central,43.0,57832.5,45.0,46.0,45.0,58.4,mod. satisfied,,,,,
736,737,2.35896796,female,16.0,e. nor. central,68.0,98140.0,38.0,,31.0,61.5,,,,,,
737,738,1.4144956640000002,male,12.0,e. nor. central,18.0,98140.0,50.0,60.0,64.0,68.6,very satisfied,,,,,
738,739,0.9429971097,female,14.0,e. nor. central,54.0,158201.8412,31.0,49.0,35.0,37.6,very satisfied,,,,,
739,740,0.47149855479999997,female,17.0,e. nor. central,71.0,16648.75,50.0,60.0,47.0,57.4,very satisfied,agree,agree,,agree,neither agree nor disagree
740,741,0.9429971097,female,12.0,e. nor. central,28.0,31545.0,47.0,39.0,,57.8,very satisfied,,,,,
741,742,0.47149855479999997,male,16.0,e. nor. central,46.0,38555.0,38.0,,35.0,59.1,very satisfied,,,,,
742,743,0.9429971097,male,10.0,e. nor. central,47.0,22782.5,73.0,36.0,35.0,84.0,very satisfied,agree,disagree,disagree,disagree,agree
743,744,0.47149855479999997,female,12.0,e. nor. central,65.0,38555.0,45.0,,49.0,38.3,a little dissat,strongly agree,disagree,disagree,disagree,agree
744,745,3.53845194,male,12.0,e. nor. central,18.0,47317.5,25.0,35.0,28.0,23.8,mod. satisfied,,,,,
745,746,0.47149855479999997,female,14.0,e. nor. central,57.0,31545.0,28.0,25.0,,22.9,very satisfied,agree,disagree,disagree,disagree,agree
746,747,0.47149855479999997,female,16.0,e. nor. central,65.0,11391.25,31.0,16.0,48.0,19.6,very satisfied,strongly agree,disagree,disagree,strongly disagree,agree
747,748,0.9429971097,female,12.0,e. nor. central,25.0,11391.25,30.0,64.0,,24.1,mod. satisfied,,,,,
748,749,0.47149855479999997,male,12.0,e. nor. central,30.0,47317.5,35.0,,,32.0,very satisfied,,,,,
749,750,0.47149855479999997,female,13.0,e. nor. central,37.0,47317.5,31.0,40.0,35.0,37.6,very satisfied,agree,agree,agree,disagree,strongly agree
750,751,0.9429971097,female,12.0,e. nor. central,68.0,70100.0,40.0,31.0,25.0,41.8,,,,,,
751,752,0.9429971097,male,15.0,e. nor. central,47.0,84120.0,60.0,33.0,49.0,65.2,mod. satisfied,strongly agree,strongly disagree,disagree,disagree,disagree
752,753,0.47149855479999997,male,10.0,e. nor. central,61.0,9638.75,28.0,64.0,45.0,25.2,very satisfied,agree,disagree,agree,agree,agree
753,754,0.9429971097,male,12.0,pacific,23.0,47317.5,25.0,21.0,24.0,23.8,a little dissat,,,,,
754,755,0.47149855479999997,male,18.0,pacific,27.0,22782.5,59.0,66.0,66.0,77.7,very satisfied,agree,disagree,disagree,disagree,agree
755,756,1.4144956640000002,male,11.0,pacific,19.0,70100.0,35.0,53.0,50.0,25.0,mod. satisfied,,,,,
756,757,0.9429971097,male,20.0,pacific,54.0,84120.0,47.0,49.0,25.0,50.0,very satisfied,agree,strongly disagree,disagree,disagree,neither agree nor disagree
757,758,0.9429971097,female,16.0,pacific,34.0,47317.5,52.0,38.0,,65.6,,,,,,
758,759,0.47149855479999997,female,18.0,pacific,89.0,38555.0,61.0,,47.0,80.9,,agree,disagree,disagree,disagree,disagree
759,760,0.9429971097,male,14.0,pacific,34.0,57832.5,63.0,,48.0,79.3,mod. satisfied,strongly agree,strongly disagree,disagree,strongly disagree,disagree
760,761,1.4144956640000002,male,16.0,pacific,64.0,158201.8412,53.0,31.0,42.0,59.1,,agree,disagree,disagree,disagree,disagree
761,762,0.9429971097,female,16.0,pacific,36.0,98140.0,63.0,61.0,65.0,79.3,very satisfied,strongly agree,strongly disagree,disagree,disagree,strongly disagree
762,763,0.9429971097,female,16.0,pacific,42.0,57832.5,38.0,36.0,49.0,59.1,very satisfied,agree,strongly disagree,disagree,strongly disagree,neither agree nor disagree
763,764,0.9429971097,female,16.0,pacific,44.0,158201.8412,46.0,60.0,72.0,61.4,mod. satisfied,,,,,
764,765,2.35896796,male,15.0,pacific,44.0,158201.8412,26.0,,49.0,28.5,very satisfied,strongly disagree,strongly agree,agree,strongly agree,disagree
765,766,0.9429971097,male,18.0,pacific,43.0,158201.8412,60.0,60.0,,87.9,very satisfied,,,,,
766,767,0.47149855479999997,female,17.0,pacific,77.0,47317.5,47.0,,43.0,65.3,,agree,disagree,disagree,disagree,agree
767,768,0.47149855479999997,male,9.0,pacific,43.0,,49.0,21.0,44.0,46.0,very satisfied,agree,strongly disagree,disagree,disagree,strongly agree
768,769,1.4144956640000002,male,12.0,pacific,36.0,38555.0,41.0,38.0,,27.2,mod. satisfied,,,,,
769,770,0.47149855479999997,male,16.0,pacific,30.0,22782.5,60.0,47.0,38.0,87.9,mod. satisfied,,,,,
770,771,0.47149855479999997,male,19.0,pacific,58.0,84120.0,51.0,47.0,36.0,63.7,very satisfied,agree,disagree,disagree,disagree,disagree
771,772,0.9429971097,female,16.0,pacific,89.0,98140.0,60.0,,28.0,76.3,,disagree,disagree,disagree,disagree,neither agree nor disagree
772,773,0.47149855479999997,male,12.0,pacific,62.0,9638.75,25.0,53.0,39.0,23.3,,disagree,agree,agree,agree,agree
773,774,0.47149855479999997,female,14.0,pacific,76.0,9638.75,33.0,39.0,,22.4,mod. satisfied,agree,strongly disagree,disagree,disagree,agree
774,775,0.9429971097,female,14.0,pacific,51.0,70100.0,57.0,31.0,47.0,77.0,very satisfied,,,,,
775,776,1.4144956640000002,female,14.0,pacific,27.0,26287.5,31.0,,62.0,19.6,mod. satisfied,,,,,
776,777,0.9429971097,male,14.0,pacific,73.0,26287.5,53.0,,35.0,59.1,,agree,disagree,disagree,disagree,agree
777,778,1.885994219,male,8.0,pacific,28.0,112160.0,35.0,48.0,35.0,32.0,very satisfied,,,,,
778,779,0.9429971097,male,16.0,pacific,34.0,57832.5,34.0,,44.0,34.7,mod. satisfied,,,,,
779,780,0.47149855479999997,female,12.0,mountain,40.0,11391.25,40.0,55.0,41.0,45.1,mod. satisfied,strongly agree,disagree,disagree,disagree,strongly disagree
780,781,0.9429971097,female,16.0,mountain,35.0,70100.0,51.0,25.0,28.0,63.7,very satisfied,,,,,
781,782,0.47149855479999997,male,14.0,mountain,70.0,22782.5,39.0,47.0,47.0,38.1,very satisfied,agree,disagree,disagree,disagree,disagree
782,783,0.47149855479999997,female,13.0,mountain,82.0,22782.5,48.0,,46.0,24.2,,,,,,
783,784,0.9429971097,female,17.0,mountain,52.0,13143.75,36.0,48.0,24.0,24.6,mod. satisfied,agree,disagree,disagree,disagree,disagree
784,785,0.9429971097,male,12.0,mountain,56.0,57832.5,38.0,,60.0,42.8,very satisfied,disagree,disagree,disagree,disagree,agree
785,786,0.9429971097,female,15.0,mountain,46.0,47317.5,25.0,,48.0,23.8,a little dissat,agree,strongly disagree,agree,agree,strongly agree
786,787,0.9429971097,female,12.0,mountain,33.0,57832.5,35.0,,40.0,42.9,very satisfied,,,,,
787,788,0.9429971097,female,8.0,mountain,23.0,38555.0,46.0,64.0,42.0,52.0,a little dissat,agree,strongly disagree,disagree,disagree,strongly disagree
788,789,2.35896796,male,12.0,mountain,48.0,98140.0,43.0,,35.0,52.4,mod. satisfied,agree,disagree,disagree,disagree,agree
789,790,0.47149855479999997,male,14.0,mountain,55.0,47317.5,42.0,64.0,70.0,59.9,a little dissat,,,,,
790,791,0.47149855479999997,female,12.0,mountain,56.0,7886.25,48.0,38.0,74.0,20.1,mod. satisfied,strongly agree,disagree,disagree,disagree,neither agree nor disagree
791,792,0.9429971097,female,16.0,mountain,74.0,158201.8412,47.0,48.0,24.0,38.8,,,,,,
792,793,0.47149855479999997,female,12.0,mountain,28.0,26287.5,55.0,47.0,45.0,37.2,very satisfied,strongly agree,disagree,disagree,disagree,disagree
793,794,1.4144956640000002,female,,mountain,24.0,38555.0,38.0,47.0,45.0,27.0,a little dissat,,,,,
794,795,0.9429971097,male,20.0,mountain,62.0,38555.0,62.0,35.0,24.0,50.4,,agree,strongly disagree,disagree,strongly agree,agree
795,796,0.9429971097,female,15.0,mountain,74.0,16648.75,35.0,25.0,53.0,32.0,very satisfied,,,,,
796,797,0.9429971097,female,12.0,mountain,24.0,19277.5,61.0,35.0,24.0,60.5,very satisfied,agree,strongly disagree,disagree,strongly disagree,strongly disagree
797,798,1.4144956640000002,female,15.0,mountain,29.0,26287.5,35.0,38.0,,21.8,mod. satisfied,strongly agree,strongly disagree,disagree,disagree,agree
798,799,0.9429971097,female,14.0,mountain,59.0,31545.0,38.0,,27.0,59.1,very satisfied,agree,strongly agree,disagree,disagree,disagree
799,800,0.47149855479999997,male,15.0,mountain,73.0,26287.5,47.0,25.0,27.0,38.8,,agree,agree,disagree,agree,agree
800,801,0.9429971097,male,3.0,mountain,65.0,16648.75,36.0,,,37.6,very satisfied,,,,,
801,802,2.828991329,female,12.0,mountain,19.0,,53.0,,32.0,41.1,very satisfied,agree,disagree,disagree,disagree,disagree
802,803,1.885994219,female,12.0,mountain,22.0,14896.25,22.0,25.0,,17.5,mod. satisfied,strongly agree,disagree,disagree,agree,strongly agree
803,804,0.9429971097,male,16.0,mountain,40.0,47317.5,43.0,80.0,73.0,57.3,a little dissat,agree,strongly disagree,disagree,agree,agree
804,805,0.9429971097,male,7.0,mountain,48.0,57832.5,35.0,25.0,,25.0,mod. satisfied,strongly disagree,strongly disagree,disagree,strongly agree,strongly agree
805,806,0.9429971097,male,12.0,mountain,61.0,1402.0,35.0,48.0,,20.9,,disagree,strongly disagree,agree,disagree,disagree
806,807,1.4144956640000002,female,16.0,mountain,49.0,158201.8412,53.0,44.0,47.0,69.3,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,agree
807,808,0.9429971097,male,12.0,mountain,39.0,57832.5,31.0,48.0,37.0,37.6,mod. satisfied,,,,,
808,809,0.47149855479999997,female,16.0,mountain,45.0,19277.5,24.0,31.0,,34.8,very satisfied,,,,,
809,810,1.17948398,male,13.0,mountain,60.0,9638.75,35.0,64.0,65.0,32.0,,strongly agree,strongly disagree,disagree,strongly disagree,neither agree nor disagree
810,811,0.9429971097,male,16.0,mountain,32.0,31545.0,73.0,38.0,73.0,85.8,very satisfied,,,,,
811,812,0.47149855479999997,male,18.0,mountain,39.0,26287.5,30.0,64.0,64.0,29.6,mod. satisfied,,,,,
812,813,0.9429971097,female,16.0,mountain,52.0,47317.5,47.0,53.0,,57.8,mod. satisfied,agree,strongly disagree,disagree,strongly disagree,strongly agree
813,814,2.35896796,female,15.0,mountain,44.0,38555.0,28.0,48.0,,21.6,mod. satisfied,strongly agree,disagree,disagree,disagree,disagree
814,815,0.9429971097,female,12.0,w. nor. central,59.0,5257.5,21.0,35.0,,13.6,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,strongly disagree
815,816,0.47149855479999997,female,12.0,w. nor. central,46.0,14896.25,35.0,25.0,42.0,21.8,very satisfied,,,,,
816,817,0.47149855479999997,male,12.0,w. nor. central,63.0,7886.25,38.0,,44.0,43.0,mod. satisfied,disagree,disagree,agree,strongly agree,disagree
817,818,0.47149855479999997,male,12.0,w. nor. central,26.0,,22.0,,35.0,17.5,very satisfied,,,,,
818,819,0.47149855479999997,male,12.0,w. nor. central,31.0,5257.5,31.0,,,19.6,a little dissat,agree,agree,agree,strongly agree,agree
819,820,1.4144956640000002,male,12.0,w. nor. central,19.0,31545.0,50.0,46.0,,32.6,mod. satisfied,,,,,
820,821,0.9429971097,female,18.0,w. nor. central,40.0,70100.0,17.0,33.0,28.0,45.3,very satisfied,strongly agree,strongly disagree,disagree,disagree,neither agree nor disagree
821,822,0.9429971097,male,16.0,w. nor. central,64.0,38555.0,61.0,46.0,45.0,74.8,,,,,,
822,823,1.4144956640000002,male,15.0,w. nor. central,25.0,70100.0,29.0,48.0,60.0,29.5,,,,,,
823,824,1.4144956640000002,male,12.0,w. nor. central,56.0,4556.5,28.0,60.0,44.0,25.2,,agree,disagree,disagree,disagree,disagree
824,825,0.9429971097,female,14.0,w. nor. central,41.0,47317.5,61.0,,,60.5,,,,,,
825,826,0.47149855479999997,female,16.0,w. nor. central,54.0,47317.5,61.0,31.0,,80.9,very satisfied,agree,disagree,disagree,strongly disagree,disagree
826,827,2.35896796,male,12.0,w. nor. central,40.0,,31.0,36.0,,39.7,mod. satisfied,agree,disagree,disagree,disagree,agree
827,828,0.9429971097,male,16.0,w. nor. central,64.0,158201.8412,55.0,48.0,33.0,71.8,mod. satisfied,agree,disagree,disagree,disagree,neither agree nor disagree
828,829,0.47149855479999997,female,16.0,w. nor. central,56.0,57832.5,55.0,,35.0,61.4,mod. satisfied,,,,,
829,830,0.47149855479999997,female,12.0,w. nor. central,71.0,57832.5,31.0,,46.0,37.6,,agree,disagree,disagree,disagree,neither agree nor disagree
830,831,0.9429971097,male,16.0,w. nor. central,50.0,158201.8412,65.0,47.0,59.0,80.7,mod. satisfied,,,,,
831,832,0.9429971097,male,13.0,w. nor. central,69.0,31545.0,46.0,22.0,51.0,61.4,,,,,,
832,833,0.9429971097,male,12.0,w. nor. central,49.0,19277.5,35.0,55.0,,25.0,mod. satisfied,agree,disagree,disagree,disagree,disagree
833,834,0.9429971097,male,12.0,e. nor. central,61.0,158201.8412,46.0,,46.0,39.9,very satisfied,agree,agree,disagree,disagree,agree
834,835,0.9429971097,female,19.0,e. nor. central,38.0,112160.0,43.0,38.0,49.0,36.2,very satisfied,,,,,
835,836,0.9429971097,male,16.0,e. nor. central,74.0,158201.8412,60.0,,27.0,76.3,very satisfied,agree,disagree,disagree,disagree,agree
836,837,2.35896796,female,12.0,e. nor. central,40.0,158201.8412,46.0,47.0,44.0,61.4,very satisfied,agree,disagree,disagree,disagree,disagree
837,838,1.885994219,male,12.0,pacific,34.0,,37.0,,37.0,18.6,very satisfied,agree,disagree,disagree,disagree,agree
838,839,0.47149855479999997,male,14.0,pacific,41.0,38555.0,56.0,27.0,38.0,53.6,mod. satisfied,disagree,disagree,disagree,disagree,disagree
839,840,0.9429971097,male,10.0,pacific,78.0,47317.5,37.0,,21.0,18.6,very satisfied,,strongly agree,,strongly agree,agree
840,841,1.4144956640000002,female,9.0,pacific,47.0,22782.5,35.0,,27.0,21.8,mod. satisfied,disagree,strongly disagree,disagree,strongly agree,strongly agree
841,842,0.9429971097,female,14.0,pacific,50.0,47317.5,30.0,,49.0,24.1,very satisfied,,,,,
842,843,0.9429971097,female,12.0,pacific,41.0,14896.25,38.0,,,32.7,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,agree
843,844,3.771988439,female,15.0,pacific,63.0,,53.0,,48.0,41.1,very satisfied,agree,disagree,disagree,disagree,agree
844,845,0.9429971097,male,14.0,pacific,56.0,57832.5,50.0,28.0,38.0,57.4,very satisfied,,,,,
845,846,2.35896796,female,12.0,pacific,18.0,47317.5,,42.0,,,very satisfied,agree,strongly disagree,disagree,disagree,agree
846,847,0.9429971097,male,12.0,pacific,25.0,22782.5,35.0,31.0,48.0,20.9,mod. satisfied,,,,,
847,848,0.9429971097,female,14.0,pacific,55.0,57832.5,47.0,,32.0,38.8,very satisfied,disagree,disagree,disagree,agree,neither agree nor disagree
